WELL,X,Y,MD,GR,RT,CN,DEN,DEPOSITIONAL_ENVIRONMENT,LITH_NAME,LITH_CODE
Well-7,1.3109,2.0912,1097.383,85.17026,3.76562,0.33305,2.27582,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1097.483,84.0129,3.63183,0.33413000000000004,2.2722,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1097.583,83.14094,3.4516400000000003,0.34018000000000004,2.2641,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1097.683,83.06351,3.28133,0.35227,2.24884,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1097.783,84.1617,3.16094,0.369,2.22418,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1097.883,86.53933,3.09824,0.38815,2.19201,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1097.983,90.03551,3.09261,0.40889,2.15797,Transitional,Clay,100
Well-7,1.3109,2.0912,1098.083,93.8112,3.13037,0.42905,2.12915,Transitional,Clay,100
Well-7,1.3109,2.0912,1098.183,96.99591,3.17912,0.4436600000000001,2.11154,Transitional,Coal,1000
Well-7,1.3109,2.0912,1098.283,98.9033,3.21486,0.44752,2.1071,Transitional,Coal,1000
Well-7,1.3109,2.0912,1098.383,99.06617,3.2246200000000003,0.43803,2.11577,Transitional,Coal,1000
Well-7,1.3109,2.0912,1098.483,97.40313,3.20075,0.41736,2.13551,Transitional,Clay,100
Well-7,1.3109,2.0912,1098.583,94.55054,3.15115,0.39135,2.16209,Transitional,Clay,100
Well-7,1.3109,2.0912,1098.683,91.61742,3.08563,0.36545,2.1890400000000003,Transitional,Clay,100
Well-7,1.3109,2.0912,1098.783,89.40391,3.01155,0.34354,2.20843,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1098.883,88.31004,2.95996,0.32891,2.21668,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1098.983,88.38844,2.95577,0.32256,2.21462,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1099.083,89.23836999999997,2.99294,0.32287,2.2058,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1099.183,90.30054,3.04523,0.32882,2.19393,Transitional,Clay,100
Well-7,1.3109,2.0912,1099.283,90.81775,3.07811,0.33992,2.18136,Transitional,Clay,100
Well-7,1.3109,2.0912,1099.383,90.55946,3.06258,0.35369,2.16887,Transitional,Clay,100
Well-7,1.3109,2.0912,1099.483,89.91798,3.00915,0.36662,2.15555,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1099.583,89.48033000000002,2.93201,0.37645,2.1415,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1099.683,89.51995,2.82754,0.38366,2.12856,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1099.783,89.92316,2.69746,0.39064,2.1196,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1099.883,90.49754,2.56666,0.39973,2.11637,Transitional,Clay,100
Well-7,1.3109,2.0912,1099.983,90.69707,2.46329,0.41235,2.11889,Transitional,Clay,100
Well-7,1.3109,2.0912,1100.083,90.19584,2.39936,0.42828,2.12517,Transitional,Clay,100
Well-7,1.3109,2.0912,1100.183,89.34245,2.36927,0.44589,2.13098,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1100.283,88.78981,2.35089,0.46118,2.1307400000000003,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1100.383,89.2832,2.32779,0.46995,2.12189,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1100.483,91.05757,2.30755,0.47125,2.10602,Transitional,Clay,100
Well-7,1.3109,2.0912,1100.583,93.66209,2.29768,0.46563,2.08789,Transitional,Clay,100
Well-7,1.3109,2.0912,1100.683,96.53356,2.28314,0.45447,2.07246,Transitional,Clay,100
Well-7,1.3109,2.0912,1100.783,99.05635,2.24738,0.44035,2.06155,Transitional,Clay,100
Well-7,1.3109,2.0912,1100.883,100.8143,2.20523,0.42613,2.05444,Transitional,Coal,1000
Well-7,1.3109,2.0912,1100.983,101.7365,2.1938,0.41368,2.05033,Transitional,Coal,1000
Well-7,1.3109,2.0912,1101.083,102.0454,2.22972,0.40539,2.04755,Transitional,Coal,1000
Well-7,1.3109,2.0912,1101.183,102.1704,2.30403,0.40416,2.04558,Transitional,Clay,100
Well-7,1.3109,2.0912,1101.283,102.2378,2.38784,0.41161,2.04646,Transitional,Clay,100
Well-7,1.3109,2.0912,1101.383,102.1373,2.46497,0.42703,2.05345,Transitional,Clay,100
Well-7,1.3109,2.0912,1101.483,101.6249,2.55729,0.44439,2.06853,Transitional,Clay,100
Well-7,1.3109,2.0912,1101.583,100.6336,2.67143,0.45405,2.0925700000000003,Transitional,Clay,100
Well-7,1.3109,2.0912,1101.683,99.25411,2.78536,0.44986,2.12458,Transitional,Clay,100
Well-7,1.3109,2.0912,1101.783,97.48051,2.87683,0.43196,2.1612400000000003,Transitional,Clay,100
Well-7,1.3109,2.0912,1101.883,95.38782,2.95287,0.40685,2.1993400000000003,Transitional,Clay,100
Well-7,1.3109,2.0912,1101.983,93.15289,3.02686,0.38236,2.23521,Transitional,Clay,100
Well-7,1.3109,2.0912,1102.083,91.03604,3.08111,0.36358,2.2649,Transitional,Clay,100
Well-7,1.3109,2.0912,1102.183,89.20679,3.0689900000000003,0.35339,2.2856400000000003,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1102.283,87.87442,2.98163,0.35258,2.29443,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1102.383,87.48576,2.85856,0.36032,2.28905,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1102.483,88.21609000000002,2.73315,0.3744,2.2694,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1102.583,90.01399,2.62176,0.3920300000000001,2.23712,Transitional,Clay,100
Well-7,1.3109,2.0912,1102.683,92.57763,2.53232,0.40931,2.1959,Transitional,Clay,100
Well-7,1.3109,2.0912,1102.783,95.36809,2.46476,0.4217,2.15144,Transitional,Clay,100
Well-7,1.3109,2.0912,1102.883,97.69787,2.4147,0.42762,2.11016,Transitional,Clay,100
Well-7,1.3109,2.0912,1102.983,99.08195,2.37541,0.42872,2.07647,Transitional,Clay,100
Well-7,1.3109,2.0912,1103.083,99.17992,2.33954,0.4294600000000001,2.05264,Transitional,Clay,100
Well-7,1.3109,2.0912,1103.183,98.16781,2.30744,0.4344,2.03912,Transitional,Clay,100
Well-7,1.3109,2.0912,1103.283,96.58137,2.28281,0.44574,2.03386,Transitional,Clay,100
Well-7,1.3109,2.0912,1103.383,95.2024,2.27976,0.46397,2.03384,Transitional,Clay,100
Well-7,1.3109,2.0912,1103.483,94.78027,2.31279,0.48516,2.0360400000000003,Transitional,Clay,100
Well-7,1.3109,2.0912,1103.583,95.49691,2.3784400000000003,0.50237,2.03862,Transitional,Clay,100
Well-7,1.3109,2.0912,1103.683,96.75494,2.46543,0.5095,2.04251,Transitional,Clay,100
Well-7,1.3109,2.0912,1103.783,97.81789,2.5781,0.50408,2.05071,Transitional,Coal,1000
Well-7,1.3109,2.0912,1103.883,98.08939,2.72161,0.4871,2.06663,Transitional,Clay,100
Well-7,1.3109,2.0912,1103.983,97.20222,2.88694,0.4612,2.09261,Transitional,Clay,100
Well-7,1.3109,2.0912,1104.083,95.21598,3.06102,0.43019,2.12868,Transitional,Clay,100
Well-7,1.3109,2.0912,1104.183,92.49164,3.24748,0.3982,2.1702,Transitional,Clay,100
Well-7,1.3109,2.0912,1104.283,89.36518000000002,3.4824900000000003,0.36878,2.20756,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1104.383,86.24509,3.79396,0.3438,2.2314,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1104.483,83.17273,4.12596,0.32309,2.23652,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1104.583,80.3114,4.4023900000000005,0.30642,2.22387,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1104.683,77.7591,4.56454,0.29335,2.19982,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1104.783,75.53613,4.60089,0.2833,2.1723,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1104.883,73.72049,4.58426,0.27631999999999995,2.14767,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1104.983,72.50209,4.52908,0.27301,2.13035,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1105.083,72.19363,4.4001199999999985,0.27414,2.1228,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1105.183,72.94123,4.21703,0.28076,2.12454,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1105.283,74.82,4.04239,0.29442,2.131,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1105.383,77.72264,3.88695,0.31627,2.1361,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1105.483,81.27273000000002,3.74152,0.34659,2.13416,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1105.583,84.98775,3.6174,0.38433,2.12345,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1105.683,88.40391,3.52514,0.4261,2.10797,Transitional,Coal,1000
Well-7,1.3109,2.0912,1105.783,91.30618,3.4728800000000004,0.4657600000000001,2.09462,Transitional,Clay,100
Well-7,1.3109,2.0912,1105.883,93.28224,3.45597,0.49325,2.09035,Transitional,Clay,100
Well-7,1.3109,2.0912,1105.983,94.09388,3.4570800000000004,0.49863,2.09982,Transitional,Clay,100
Well-7,1.3109,2.0912,1106.083,93.91863,3.46291,0.48079,2.12341,Transitional,Clay,100
Well-7,1.3109,2.0912,1106.183,92.80548,3.47751,0.44809,2.15878,Transitional,Clay,100
Well-7,1.3109,2.0912,1106.283,90.76704,3.50455,0.4105,2.20269,Transitional,Clay,100
Well-7,1.3109,2.0912,1106.383,87.6806,3.5689800000000003,0.37419,2.25184,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1106.483,83.42698,3.73213,0.34295,2.30169,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1106.583,78.20768000000002,4.01403,0.31856,2.34828,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1106.683,72.62035,4.31389,0.30112,2.38758,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1106.783,67.57117,4.52061,0.29057,2.41425,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1106.883,64.21873000000001,4.6443,0.28672,2.42466,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1106.983,63.41853,4.72969,0.28882,2.41668,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1107.083,65.32744,4.7245599999999985,0.29571,2.3933,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1107.183,69.3363,4.56635,0.3063,2.36307,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1107.283,74.45114000000002,4.31756,0.31941,2.3329,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1107.383,79.58798,4.1428400000000005,0.33345,2.30661,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1107.483,84.11367,4.12472,0.34657,2.28656,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1107.583,87.79258,4.16099,0.35699000000000003,2.27293,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1107.683,90.64562,4.1543,0.36452,2.2636700000000003,Transitional,Clay,100
Well-7,1.3109,2.0912,1107.783,92.63583,4.14512,0.36998,2.25792,Transitional,Clay,100
Well-7,1.3109,2.0912,1107.883,93.49368,4.16336,0.3729,2.25426,Transitional,Clay,100
Well-7,1.3109,2.0912,1107.983,93.15302,4.20595,0.37174,2.25101,Transitional,Clay,100
Well-7,1.3109,2.0912,1108.083,91.77011,4.26154,0.36591,2.24691,Transitional,Clay,100
Well-7,1.3109,2.0912,1108.183,89.48944,4.30853,0.35649000000000003,2.24121,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1108.283,86.61563000000002,4.35543,0.34498,2.23494,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1108.383,83.51501999999998,4.47389,0.3334,2.22972,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1108.483,80.60051,4.67525,0.32357,2.22433,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1108.583,78.04312,4.9163,0.31552,2.21551,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1108.683,75.89693,5.21509,0.30825,2.2006900000000003,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1108.783,74.06402,5.58106,0.30063,2.17917,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1108.883,72.47023,5.98423,0.2919,2.15192,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1108.983,71.03583,6.4110000000000005,0.28228000000000003,2.12075,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1109.083,69.48903,6.91668,0.27203,2.08682,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1109.183,67.7941,7.55318,0.26065,2.05037,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1109.283,66.01508000000001,8.319469999999999,0.24711,2.01064,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1109.383,64.2821,9.19729,0.23073,1.96815,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1109.483,62.90991999999999,10.13787,0.21206,1.92538,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1109.583,62.08933,11.22156,0.19249,1.88575,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1109.683,61.83449,12.67672,0.17357999999999998,1.85223,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1109.783,62.06713000000001,14.46857,0.15687,1.82604,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1109.883,62.65648,15.97066,0.14336,1.80639,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1109.983,63.36557,16.80795,0.13369,1.79211,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1110.083,63.896980000000006,17.14396,0.12827,1.78407,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1110.183,64.09975,16.343970000000002,0.12732000000000002,1.7853,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1110.283,63.96615,13.88336,0.13078,1.79525,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1110.383,63.53625,10.79535,0.13837,1.8146,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1110.483,63.18644000000001,8.39831,0.14976,1.84376,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1110.583,63.42776,6.795660000000002,0.16474,1.88129,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1110.683,64.74231999999999,5.73298,0.18361,1.92358,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1110.783,67.64232,5.00312,0.20747,1.96606,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1110.883,72.14860999999998,4.42482,0.23783,2.00552,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1110.983,77.74772,3.91024,0.27631999999999995,2.03983,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1111.083,83.78225,3.44012,0.32363000000000003,2.06753,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1111.183,89.48006,3.04239,0.37771,2.08753,Transitional,Clay,100
Well-7,1.3109,2.0912,1111.283,94.40408,2.7474,0.43287,2.09883,Transitional,Clay,100
Well-7,1.3109,2.0912,1111.383,98.46886,2.55883,0.48104,2.10282,Transitional,Clay,100
Well-7,1.3109,2.0912,1111.483,101.9092,2.46293,0.51465,2.1029,Transitional,Clay,100
Well-7,1.3109,2.0912,1111.583,104.7288,2.42791,0.53066,2.10277,Transitional,Clay,100
Well-7,1.3109,2.0912,1111.683,106.8854,2.43472,0.5303800000000001,2.10583,Transitional,Clay,100
Well-7,1.3109,2.0912,1111.783,108.5458,2.46882,0.5164300000000001,2.11491,Transitional,Clay,100
Well-7,1.3109,2.0912,1111.883,109.4772,2.5221400000000003,0.49324,2.13137,Transitional,Clay,100
Well-7,1.3109,2.0912,1111.983,109.448,2.60665,0.4664100000000001,2.15451,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1112.083,108.3764,2.72965,0.43993,2.18167,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1112.183,106.3783,2.87178,0.41405,2.20885,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1112.283,103.8984,2.99823,0.38903,2.23177,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1112.383,101.3391,3.09743,0.36663,2.24703,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1112.483,99.08654,3.19295,0.3495,2.25457,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1112.583,97.25442,3.30809,0.33944,2.2570900000000003,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1112.683,95.69354,3.4329,0.33504,2.25733,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1112.783,94.31633,3.55276,0.33354,2.2574,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1112.883,92.92352,3.66287,0.33354,2.2589,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1112.983,91.53298,3.76384,0.33308000000000004,2.2615,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1113.083,90.18401,3.85805,0.33053,2.26402,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1113.183,89.09106,3.94696,0.32692,2.26541,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1113.283,88.56911,4.0217800000000015,0.32415,2.2648200000000003,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1113.383,88.48578,4.07914,0.32301,2.2618400000000003,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1113.483,88.49886,4.12941,0.32352,2.25685,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1113.583,88.41389000000002,4.19243,0.32442,2.25053,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1113.683,88.01489000000002,4.27675,0.32435,2.24383,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1113.783,87.26902,4.37976,0.32345,2.23692,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1113.883,86.30728,4.48037,0.32252,2.23016,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1113.983,85.34103,4.57381,0.32085,2.22383,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1114.083,84.38920999999998,4.66453,0.31869000000000003,2.21827,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1114.183,83.3672,4.76266,0.31701,2.2135,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1114.283,82.17026,4.87502,0.31589,2.20919,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1114.383,80.81813000000002,4.97626,0.31601,2.20538,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1114.483,79.60732,5.04897,0.31739,2.20223,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1114.583,78.61555,5.13841,0.3193,2.20037,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1114.683,77.8665,5.25004,0.32176,2.20091,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1114.783,77.48405,5.3377300000000005,0.32456,2.20474,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1114.883,77.29639,5.35423,0.32696,2.21183,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1114.983,77.02598,5.30171,0.3286,2.22129,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1115.083,76.50751,5.21085,0.33063000000000003,2.23143,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1115.183,75.85339,5.07906,0.33357,2.24024,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1115.283,75.38116,4.89493,0.33682,2.24585,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1115.383,75.54798000000002,4.6455199999999985,0.34006,2.24824,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1115.483,76.8012,4.387580000000002,0.34346,2.2467,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1115.583,79.26544,4.16705,0.34779,2.23955,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1115.683,82.566,3.95428,0.35443,2.2279,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1115.783,86.23843000000002,3.73779,0.36421,2.21278,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1115.883,89.87592,3.5702300000000005,0.3773,2.19457,Transitional,Sandy marl,1300
Well-7,1.3109,2.0912,1115.983,92.89666,3.4852800000000004,0.39174,2.17619,Transitional,Clay,100
Well-7,1.3109,2.0912,1116.083,94.88243,3.4727300000000003,0.4035,2.16091,Transitional,Clay,100
Well-7,1.3109,2.0912,1116.183,95.61582,3.48582,0.40941,2.15144,Transitional,Clay,100
Well-7,1.3109,2.0912,1116.283,95.07154,3.50221,0.4088,2.15127,Transitional,Clay,100
Well-7,1.3109,2.0912,1116.383,93.46969,3.5322400000000003,0.40357,2.16164,Transitional,Clay,100
Well-7,1.3109,2.0912,1116.483,91.10393,3.60166,0.39447,2.17941,Transitional,Clay,100
Well-7,1.3109,2.0912,1116.583,88.22324,3.70109,0.38132,2.19932,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1116.683,85.22879,3.83524,0.36576,2.21587,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1116.783,82.66702,4.03575,0.35007,2.22331,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1116.883,80.69566,4.32688,0.33559,2.2189,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1116.983,79.47272,4.70613,0.32406,2.20543,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1117.083,79.00593,5.11373,0.31592,2.18735,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1117.183,78.90764,5.49597,0.31054,2.17017,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1117.283,78.91060999999998,5.85042,0.30718,2.15859,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1117.383,78.80996,6.15404,0.30568,2.15365,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1117.483,78.47195,6.38194,0.30629,2.15445,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1117.583,78.04571,6.53572,0.30884,2.15913,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1117.683,77.62624,6.63198,0.31288,2.16542,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1117.783,77.23626999999998,6.6668699999999985,0.31722,2.1716,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1117.883,76.77114,6.68716,0.32122,2.17683,Transitional,Clay sandstone,500
Well-7,1.3109,2.0912,1117.983,76.06188,6.73981,0.32479,2.18043,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1118.083,74.94195,6.82027,0.32769000000000004,2.18217,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1118.183,73.41869,6.9085100000000015,0.32937,2.1819,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1118.283,71.64695999999998,7.01915,0.32858000000000004,2.17924,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1118.383,69.94527,7.18688,0.32494,2.1746,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1118.483,68.66864,7.423319999999999,0.31917,2.16906,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1118.583,68.01021999999999,7.71409,0.31259000000000003,2.16337,Transitional,Marly sandstone,1200
Well-7,1.3109,2.0912,1118.683,67.82458000000001,8.03173,0.30666,2.15742,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1118.783,67.90857,8.36563,0.30249000000000004,2.1503,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1118.883,67.9133,8.701319999999999,0.30138000000000004,2.1406400000000003,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1118.983,67.45586,9.03872,0.30362,2.12767,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1119.083,66.29164,9.35623,0.3085,2.11196,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1119.183,64.48355,9.62933,0.31511,2.09502,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1119.283,62.45673000000001,9.90657,0.32187,2.07967,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1119.383,60.648480000000006,10.14317,0.32655,2.06881,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1119.483,59.35615,10.28202,0.32752,2.06433,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1119.583,58.74286,10.21763,0.32554,2.06684,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1119.683,58.89021999999999,9.88181,0.32235,2.0756,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1119.783,59.69906,9.40233,0.31996,2.08923,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1119.883,61.09297,9.0019,0.32011,2.106,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1119.983,62.96086,8.59436,0.32314,2.12443,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1120.083,65.12923,8.10026,0.32819,2.1440900000000003,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1120.183,67.51521,7.628489999999998,0.33222,2.1650400000000003,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1120.283,69.85625999999999,7.198919999999998,0.33312,2.18645,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1120.383,71.98406999999997,6.826460000000001,0.33232,2.2071400000000003,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1120.483,73.85001,6.5286,0.33234,2.22556,Transitional,Marl,300
Well-7,1.3109,2.0912,1120.583,75.53389,6.27606,0.33502,2.24054,Transitional,Marl,300
Well-7,1.3109,2.0912,1120.683,77.2094,6.0747800000000005,0.34111,2.25191,Transitional,Marl,300
Well-7,1.3109,2.0912,1120.783,78.94268000000002,5.93423,0.349,2.26078,Transitional,Marl,300
Well-7,1.3109,2.0912,1120.883,80.69738000000002,5.84046,0.35527,2.26819,Transitional,Marl,300
Well-7,1.3109,2.0912,1120.983,82.08379000000002,5.75352,0.35714,2.2749,Transitional,Marl,300
Well-7,1.3109,2.0912,1121.083,82.95057,5.6577199999999985,0.35405,2.282,Transitional,Marl,300
Well-7,1.3109,2.0912,1121.183,83.38181,5.56919,0.34784,2.28953,Transitional,Marl,300
Well-7,1.3109,2.0912,1121.283,83.27793,5.49342,0.34165,2.29736,Transitional,Marl,300
Well-7,1.3109,2.0912,1121.383,82.72811,5.4362900000000005,0.33791,2.30468,Transitional,Marl,300
Well-7,1.3109,2.0912,1121.483,81.77996999999998,5.40634,0.3372,2.30917,Transitional,Marl,300
Well-7,1.3109,2.0912,1121.583,80.59303,5.4054400000000005,0.33871,2.30932,Transitional,Marl,300
Well-7,1.3109,2.0912,1121.683,79.28823,5.44281,0.34085,2.30455,Transitional,Marl,300
Well-7,1.3109,2.0912,1121.783,78.0724,5.51577,0.34229,2.29563,Transitional,Marl,300
Well-7,1.3109,2.0912,1121.883,77.25974000000002,5.6073,0.34306,2.28457,Transitional,Marl,300
Well-7,1.3109,2.0912,1121.983,76.97906,5.70103,0.34317,2.2740400000000003,Transitional,Marl,300
Well-7,1.3109,2.0912,1122.083,77.30214000000002,5.79295,0.34331,2.2646900000000003,Transitional,Marl,300
Well-7,1.3109,2.0912,1122.183,78.08155,5.89279,0.34485,2.2555400000000003,Transitional,Marl,300
Well-7,1.3109,2.0912,1122.283,79.28833,6.0511,0.34738,2.2456400000000003,Transitional,Marl,300
Well-7,1.3109,2.0912,1122.383,80.57486999999998,6.31011,0.34891,2.23491,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1122.483,81.11428000000002,6.66552,0.34837,2.22419,Transitional,Sandstone,600
Well-7,1.3109,2.0912,1122.583,80.22997,7.1082100000000015,0.34688,2.21533,Transitional,Clay sandstone,500
